timestamp,electricity_load_mwh,heat_load_mwh,pv_generation_mwh,grid_import_net_mwh,grid_import_gross_mwh,grid_export_net_mwh,grid_export_gross_mwh,dh_heat_delivered_mwh_th,hp_output_mwh_th,grid_import_emissions_kg,dh_emissions_kg,total_emissions_kg,dh_to_building_mwh_th,grid_import_mwh,grid_export_mwh,total_load_mwh,hs_to_storage_mwh_th
2025-01-01 00:00:00,0.02204255750447227,0.18012598519226178,-0.0,0.0816031604880185,0.08326853111022295,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0816031604880185,-0.0,0.20216854269673404,0.0002999999999999947
2025-01-01 01:00:00,0.020714176153846162,0.14088249343205161,-0.0,0.06676504067743555,0.06812759252799545,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.06676504067743555,-0.0,0.16159666958589777,0.0002999999999999947
2025-01-01 02:00:00,0.018869869762969588,0.13464294244088845,-0.0,0.06219369695308449,0.06346295607457601,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.06219369695308449,-0.0,0.15351281220385804,0.0002999999999999947
2025-01-01 03:00:00,0.0169502267039356,0.14794303797468356,-0.0,0.11653157444422174,0.1189097698410426,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.11653157444422174,-0.0,0.16489326467861914,0.1647579728331235
2025-01-01 04:00:00,0.015360672048300536,0.196874253642226,-0.0,0.245,0.25,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.245,-0.0,0.21223492569052654,0.5361709431125428
2025-01-01 05:00:00,0.014309898179785334,0.29210950561261045,-0.0,0.0143098981798,0.014601936918163265,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0143098981798,-0.0,0.3064194037923958,-0.0
2025-01-01 06:00:00,0.014023242262969587,0.2981848578934798,-0.0,0.014023242263,0.014309430880612246,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.014023242263,-0.0,0.3122081001564494,-0.0
2025-01-01 07:00:00,0.014700409494633271,0.28800453785526625,-0.0,0.09855433082619636,0.10056564370020037,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.09855433082619636,-0.0,0.3027049473498995,-0.0
2025-01-01 08:00:00,0.01702918997763864,0.2811081920229281,-0.0,0.09776926018754031,0.09976455121177583,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.09776926018754031,-0.0,0.2981373820005667,-0.0
2025-01-01 09:00:00,0.021246251417710194,0.2664945068067829,0.000950093351346,0.12960629628195658,0.13225132273669038,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.12960629628195658,-0.0,0.2877407582244931,0.11177231705612203
2025-01-01 10:00:00,0.02597472224060823,0.25697098160974446,0.0116201746434,0.09892978806232672,0.10094876332890482,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.09892978806232672,-0.0,0.28294570385035267,-0.0
2025-01-01 11:00:00,0.03025534616726297,0.24777585383329354,0.0178904877366,0.245,0.25,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.245,-0.0,0.2780312000005565,0.49625477930654016
2025-01-01 12:00:00,0.03288902657871198,0.24334248865536184,0.0210266480723,0.1032802477741091,0.10538800793276439,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.1032802477741091,-0.0,0.27623151523407385,0.0017000000000000348
2025-01-01 13:00:00,0.03395630325134168,0.24022271315978022,0.0196307259906,0.10440337858710137,0.1065340597827565,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.10440337858710137,-0.0,0.2741790164111219,0.0017000000000000348
2025-01-01 14:00:00,0.03443777103756708,0.24022271315978022,0.0143596890001,0.1061254100684524,0.10829123476372694,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.1061254100684524,-0.0,0.2746604841973473,0.0017000000000000348
2025-01-01 15:00:00,0.03507017987924865,0.24711905899211845,0.00493582135715,0.11028692583375864,0.11253767942220269,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.11028692583375864,-0.0,0.2821892388713671,0.0017000000000000348
2025-01-01 16:00:00,0.039098806153846165,0.26009075710532603,-0.0,0.0390988061538,0.03989674097326531,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0390988061538,-0.0,0.2991895632591722,-0.0
2025-01-01 17:00:00,0.04604894825581395,0.2728982565082398,-0.0,0.0460489482558,0.04698872271,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0460489482558,-0.0,0.31894720476405375,-0.0
2025-01-01 18:00:00,0.045008395827370304,0.2843921662288034,-0.0,-0.0,-0.0,-0.0,-0.0,0.13507866050594922,0.0,-0.0,0.0,0.0,0.13507866050594922,-0.0,-0.0,0.32940056205617374,-0.0
2025-01-01 19:00:00,0.03965767163237925,0.2917811081920229,-0.0,0.01943477152157916,0.019831399511815468,-0.0,-0.0,0.291781108192,0.0,0.0,0.0,0.0,0.291781108192,0.01943477152157916,-0.0,0.3314387798244022,-0.0
2025-01-01 20:00:00,0.035791301310375674,0.2888255314067351,-0.0,0.1312336029629963,0.13391183975815948,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.1312336029629963,-0.0,0.3246168327171108,0.0002999999999999947
2025-01-01 21:00:00,0.03200606258050089,0.2640315261523764,-0.0,0.12001963079694153,0.12246901101728727,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.12001963079694153,-0.0,0.2960375887328773,0.0006006012024047935
2025-01-01 22:00:00,0.02758084596601073,0.22331024599952234,-0.0,0.10203617058839862,0.10411854141673328,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.10203617058839862,-0.0,0.25089109196553305,-0.0
2025-01-01 23:00:00,0.02304195763416816,0.16419871029376643,-0.0,0.07775181798026687,0.07933858977578252,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.07775181798026687,-0.0,0.1872406679279346,0.0002999999999999947
2025-01-02 00:00:00,0.01929145775044723,0.12643300692620016,-0.0,0.06197237269402191,0.0632371149938999,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.06197237269402191,-0.0,0.1457244646766474,0.0002999999999999947
2025-01-02 01:00:00,0.016721578470483004,0.1389121089085264,-0.0,0.0630572623501453,0.06434414525525031,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0630572623501453,-0.0,0.1556336873790094,0.0002999999999999947
2025-01-02 02:00:00,0.015083178501788908,0.1320157630761882,-0.0,0.05844512685742628,0.059637884548394166,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.05844512685742628,-0.0,0.14709894157797712,0.0002999999999999947
2025-01-02 03:00:00,0.014072642052772808,0.14515165989968953,-0.0,0.245,0.25,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.245,-0.0,0.15922430195246234,0.5611641247274999
