,0
2025-01-01 00:00:00,0.05
2025-01-01 01:00:00,0.1486087913020313
2025-01-01 02:00:00,0.16521174552215237
2025-01-01 03:00:00,0.09532060110457685
2025-01-01 04:00:00,0.10389757594492602
2025-01-01 05:00:00,0.09144207381904475
2025-01-01 06:00:00,0.18604494435574798
2025-01-01 07:00:00,0.5778627978195434
2025-01-01 08:00:00,0.7044107654824504
2025-01-01 09:00:00,0.7529045712606086
2025-01-01 10:00:00,0.3221391103004162
2025-01-01 11:00:00,0.14102533731757164
2025-01-01 12:00:00,0.20258686001755322
2025-01-01 13:00:00,0.1244238909769082
2025-01-01 14:00:00,0.15142154402015406
2025-01-01 15:00:00,0.16525515469000865
2025-01-01 16:00:00,0.20944362517352266
2025-01-01 17:00:00,0.7371740301188072
2025-01-01 18:00:00,0.8668593808179988
2025-01-01 19:00:00,0.809439775999528
2025-01-01 20:00:00,0.8893024372708311
2025-01-01 21:00:00,0.861799496415053
2025-01-01 22:00:00,0.2576862705390104
2025-01-01 23:00:00,0.12086957888463039
2025-01-02 00:00:00,0.0908783453670576
2025-01-02 01:00:00,0.1509987550580959
2025-01-02 02:00:00,0.22233513350535267
2025-01-02 03:00:00,0.1532628779339059
2025-01-02 04:00:00,0.09537787503956423
2025-01-02 05:00:00,0.10701228729222477
2025-01-02 06:00:00,0.23850168607809094
2025-01-02 07:00:00,0.5851878431279195
2025-01-02 08:00:00,0.5837319926855171
2025-01-02 09:00:00,0.606587016821426
2025-01-02 10:00:00,0.2776519188569985
2025-01-02 11:00:00,0.15562685820232328
2025-01-02 12:00:00,0.1757476188245378
2025-01-02 13:00:00,0.23299603463574647
2025-01-02 14:00:00,0.19052087779290672
2025-01-02 15:00:00,0.23273892072445465
2025-01-02 16:00:00,0.22672957134091593
2025-01-02 17:00:00,0.8391180522790262
2025-01-02 18:00:00,0.911043701570754
2025-01-02 19:00:00,1.0034521281810778
2025-01-02 20:00:00,0.8856856686178544
2025-01-02 21:00:00,0.8593934465097025
2025-01-02 22:00:00,0.21353908630750346
2025-01-02 23:00:00,0.15570332596448233
2025-01-03 00:00:00,0.2506150136019143
2025-01-03 01:00:00,0.2254694579475551
2025-01-03 02:00:00,0.2979393087693438
2025-01-03 03:00:00,0.09271889359057839
2025-01-03 04:00:00,0.12902694686349886
2025-01-03 05:00:00,0.16071413430503687
2025-01-03 06:00:00,0.16618907198819108
2025-01-03 07:00:00,0.7449461095365173
2025-01-03 08:00:00,0.7572616101311056
2025-01-03 09:00:00,0.6486667182168758
2025-01-03 10:00:00,0.1686787396245593
2025-01-03 11:00:00,0.15725762889112285
2025-01-03 12:00:00,0.20129627284291066
2025-01-03 13:00:00,0.20060440087916942
2025-01-03 14:00:00,0.1742764441923228
2025-01-03 15:00:00,0.2691360727450135
2025-01-03 16:00:00,0.22977920419055617
2025-01-03 17:00:00,0.8151349918293338
2025-01-03 18:00:00,0.9907101284724398
2025-01-03 19:00:00,0.9883986718074487
2025-01-03 20:00:00,0.8614010437341237
2025-01-03 21:00:00,0.9895434079132448
2025-01-03 22:00:00,0.18775405440492285
2025-01-03 23:00:00,0.26134640312293933
2025-01-04 00:00:00,0.18988244415393551
2025-01-04 01:00:00,0.09008770810979028
2025-01-04 02:00:00,0.21534384808767296
2025-01-04 03:00:00,0.0505176135288421
2025-01-04 04:00:00,0.24241577527100663
2025-01-04 05:00:00,0.22982970298321428
2025-01-04 06:00:00,0.23451351075283208
2025-01-04 07:00:00,0.7227280243554847
2025-01-04 08:00:00,0.7383807516430863
2025-01-04 09:00:00,0.5261391759275801
2025-01-04 10:00:00,0.23385406836290015
2025-01-04 11:00:00,0.16339886804919176
2025-01-04 12:00:00,0.23548670162729546
2025-01-04 13:00:00,0.16262273856244472
2025-01-04 14:00:00,0.2312177241696295
2025-01-04 15:00:00,0.1945012690682965
2025-01-04 16:00:00,0.20996264840157414
2025-01-04 17:00:00,0.9824354906700069
2025-01-04 18:00:00,0.7696862139305528
2025-01-04 19:00:00,0.851269941942398
2025-01-04 20:00:00,0.9368893487031053
2025-01-04 21:00:00,1.010352270576842
2025-01-04 22:00:00,0.18425148515676537
2025-01-04 23:00:00,0.2488988733502104
2025-01-05 00:00:00,0.09310990942015429
2025-01-05 01:00:00,0.2874278969830726
2025-01-05 02:00:00,0.18981061291712975
2025-01-05 03:00:00,0.20513912143296129
2025-01-05 04:00:00,0.19616247058622074
2025-01-05 05:00:00,0.18549902744765007
2025-01-05 06:00:00,0.13300121108717822
2025-01-05 07:00:00,0.6251154606798703
2025-01-05 08:00:00,0.7028429707191325
2025-01-05 09:00:00,0.5655796357934225
2025-01-05 10:00:00,0.22846952239392546
2025-01-05 11:00:00,0.2967411819886029
2025-01-05 12:00:00,0.27645390766341066
2025-01-05 13:00:00,0.25679614986498095
2025-01-05 14:00:00,0.20122181343559797
2025-01-05 15:00:00,0.18684067771688834
2025-01-05 16:00:00,0.19501948432058422
2025-01-05 17:00:00,0.9474612555907339
2025-01-05 18:00:00,0.9113237188047959
2025-01-05 19:00:00,0.8853671494951271
2025-01-05 20:00:00,0.9428959884418222
2025-01-05 21:00:00,0.9856453609273084
2025-01-05 22:00:00,0.1600171409883843
2025-01-05 23:00:00,0.20384235702178954
2025-01-06 00:00:00,0.17512880267035047
2025-01-06 01:00:00,0.1417105966833629
2025-01-06 02:00:00,0.19661724457292973
2025-01-06 03:00:00,0.0716808737520413
2025-01-06 04:00:00,0.11344362135181295
2025-01-06 05:00:00,0.08261616973440969
2025-01-06 06:00:00,0.21287100537477324
