,temperature,wind_speed,ghi
2025-01-01 00:00:00,5.217183057703373,6.714563089523472,0.0
2025-01-01 01:00:00,7.0107736874712785,2.1103449162193533,0.0
2025-01-01 02:00:00,11.231712673320398,7.431992557625549,0.0
2025-01-01 03:00:00,14.602934761485864,5.060201202863903,0.0
2025-01-01 04:00:00,8.859760485604394,3.609653877571475,0.0
2025-01-01 05:00:00,12.666537721947574,5.2624925465437435,0.0
2025-01-01 06:00:00,12.97108372797431,1.8847779698037868,0.0
2025-01-01 07:00:00,12.47723325056544,6.616907814945608,37.54075904621827
2025-01-01 08:00:00,11.368499033919747,5.902018270182259,47.40678941910399
2025-01-01 09:00:00,14.066636505855808,6.097454368865518,63.37098423782864
2025-01-01 10:00:00,12.031194635815122,5.678217429108598,45.14025247495611
2025-01-01 11:00:00,7.461610130323261,6.768612961855018,94.97567675824521
2025-01-01 12:00:00,5.727456272262006,6.007899558530764,149.13958479517711
2025-01-01 13:00:00,6.45118036863229,4.733504258338266,155.5432531017233
2025-01-01 14:00:00,2.130021444448352,6.867416393804891,98.80329426713607
2025-01-01 15:00:00,0.9607465418900549,4.232618636164421,104.2897109771098
2025-01-01 16:00:00,4.711285822029602,4.410187102593653,70.38868789993062
2025-01-01 17:00:00,4.376039510722312,7.122629568534695,41.8665456544862
2025-01-01 18:00:00,2.6928133725033367,3.6609496843474907,1.60798874873744e-14
2025-01-01 19:00:00,4.049833498360323,5.577234886463703,0.0
2025-01-01 20:00:00,1.6280469006337048,6.159786724782435,0.0
2025-01-01 21:00:00,1.01085218041827,4.412817758384177,0.0
2025-01-01 22:00:00,5.494509283432627,5.595192255414361,0.0
2025-01-01 23:00:00,8.057289798736674,5.07907677529983,0.0
2025-01-02 00:00:00,6.109873904829955,5.770188356257719,0.0
2025-01-02 01:00:00,7.961904531144869,4.96595201146177,0.0
2025-01-02 02:00:00,10.339666562847574,8.91909640944834,0.0
2025-01-02 03:00:00,10.285401148500537,5.408838353145533,0.0
2025-01-02 04:00:00,12.303097242542687,8.16607940855928,0.0
2025-01-02 05:00:00,13.983636706950147,2.4439212769274254,0.0
2025-01-02 06:00:00,9.946868778961903,6.976885364719315,0.0
2025-01-02 07:00:00,15.002707509225853,4.71356804909967,35.13698919969992
2025-01-02 08:00:00,7.4762250645683235,7.702491628103126,48.37725174625299
2025-01-02 09:00:00,12.675665262990773,7.10241585238481,83.98252248233419
2025-01-02 10:00:00,4.572932392861493,5.814951215175732,91.26678720719171
2025-01-02 11:00:00,7.097035478647427,4.611949807412945,138.98557490662245
2025-01-02 12:00:00,8.960693363390646,5.774464763403845,55.563251846939465
2025-01-02 13:00:00,5.40312108579505,5.263911571778433,103.15567011593996
2025-01-02 14:00:00,3.641751954893264,7.371652732941578,101.2357670261579
2025-01-02 15:00:00,2.9998071175492496,5.796404636976773,55.13073792464544
2025-01-02 16:00:00,4.941368529106744,5.876599292333165,44.888360767777755
2025-01-02 17:00:00,3.3000986342922793,5.657608395159169,28.366851632438063
2025-01-02 18:00:00,1.7050949659728372,4.196085106879252,1.468617144350269e-14
2025-01-02 19:00:00,1.8573773958317175,6.769911574614297,0.0
2025-01-02 20:00:00,5.635725236283378,5.3189805575165705,0.0
2025-01-02 21:00:00,5.244421974146989,4.985616219771955,0.0
2025-01-02 22:00:00,6.980380243556558,7.140969143980167,0.0
2025-01-02 23:00:00,3.9476141067730914,9.39146165513409,0.0
2025-01-03 00:00:00,10.252463242441111,6.41853306503008,0.0
2025-01-03 01:00:00,8.481742064690005,5.950327819165896,0.0
2025-01-03 02:00:00,12.019447915964523,8.942431682089993,0.0
2025-01-03 03:00:00,13.780320426501968,6.234920977149949,0.0
2025-01-03 04:00:00,11.40811755354679,7.773169761877611,0.0
2025-01-03 05:00:00,12.42655533369315,5.685518994810214,0.0
2025-01-03 06:00:00,14.125058562816479,4.886047542307908,0.0
2025-01-03 07:00:00,12.991260755866561,5.362237132425372,33.41120840287354
2025-01-03 08:00:00,12.002374103245062,5.779805128700046,56.6486723409879
2025-01-03 09:00:00,10.54471005327677,5.532127570415007,40.38345798649134
2025-01-03 10:00:00,8.415100329532128,6.421485694728062,93.86966493845867
2025-01-03 11:00:00,7.500925467428177,3.905753699819045,100.55309929515464
2025-01-03 12:00:00,6.702614998077865,5.508507739028748,60.43166966465173
2025-01-03 13:00:00,7.493921247263973,8.255908235031816,99.48325761598348
2025-01-03 14:00:00,5.330724865473958,6.712087188622953,100.90982131839931
2025-01-03 15:00:00,0.9777494903204806,5.08414297911199,30.209424850593457
2025-01-03 16:00:00,2.5082528758178197,4.381588079401476,54.747667846699294
2025-01-03 17:00:00,0.7197370314386362,5.684684072735982,26.65282250718027
2025-01-03 18:00:00,1.2910184303104884,6.983404299660947,8.024395845179024e-15
2025-01-03 19:00:00,-0.9154266772440502,5.370198608983336,0.0
2025-01-03 20:00:00,4.533234732369676,5.865161818774932,0.0
2025-01-03 21:00:00,4.227918119659278,6.617850837414488,0.0
2025-01-03 22:00:00,7.313076330833896,6.350341497225056,0.0
2025-01-03 23:00:00,7.05645071684416,5.342297980403453,0.0
2025-01-04 00:00:00,6.292524510859154,6.25910927574924,0.0
2025-01-04 01:00:00,12.10506832366123,6.538349743954203,0.0
2025-01-04 02:00:00,6.090593715696059,5.895596171719232,0.0
2025-01-04 03:00:00,7.617816622067362,8.038287763099177,0.0
2025-01-04 04:00:00,12.858829649223882,7.606702330408465,0.0
2025-01-04 05:00:00,12.631321146136282,7.52516993373372,0.0
2025-01-04 06:00:00,8.559623274476095,5.099684162704735,0.0
2025-01-04 07:00:00,8.278832419568175,6.827729978809035,16.120467930713183
2025-01-04 08:00:00,9.297087149084362,5.567595263760581,19.27761223850037
2025-01-04 09:00:00,12.082688289290568,6.7258296722871105,42.42049057556614
2025-01-04 10:00:00,8.899174917903768,3.861759074408893,64.68867417851611
2025-01-04 11:00:00,9.49480959426905,11.75751727574708,39.15017244217034
2025-01-04 12:00:00,5.607941994402695,6.137834776580887,42.4180602362568
2025-01-04 13:00:00,5.998826605821661,6.323282055495849,117.48053064709656
2025-01-04 14:00:00,0.039943660306152484,6.211201706020979,54.74729779515459
2025-01-04 15:00:00,0.9961037115081393,6.984264134769773,52.54057682635323
2025-01-04 16:00:00,-2.0094772180434397,4.289930247355569,54.70651705477159
2025-01-04 17:00:00,3.1156190154927863,5.909690925664631,25.68531139166249
2025-01-04 18:00:00,2.117879388172656,7.328589379299053,6.075198934686853e-15
2025-01-04 19:00:00,-1.8635876457209517,3.8348422842282712,0.0
2025-01-04 20:00:00,0.41754219818345284,6.0085489708523045,0.0
2025-01-04 21:00:00,3.2510674908500703,7.1658361832952435,0.0
2025-01-04 22:00:00,6.749315615887567,7.5486652347672765,0.0
2025-01-04 23:00:00,9.224286163792094,8.140049120396405,0.0
2025-01-05 00:00:00,7.1788814814404756,7.861887810085326,0.0
2025-01-05 01:00:00,8.56483479738376,7.143220563341974,0.0
2025-01-05 02:00:00,7.032513447526078,5.3313716629105095,0.0
2025-01-05 03:00:00,10.611275873329724,8.292321118873872,0.0
2025-01-05 04:00:00,10.967716847832085,8.364105238524107,0.0
2025-01-05 05:00:00,9.808099148640915,8.59096591090997,0.0
2025-01-05 06:00:00,9.30024852609945,5.2600040245503905,0.0
2025-01-05 07:00:00,9.970564053998366,6.602909529173364,22.32239403279324
2025-01-05 08:00:00,10.077449152599979,7.169828369884298,29.745929194686052
2025-01-05 09:00:00,11.52352547664013,7.875725475351178,48.8552619224982
2025-01-05 10:00:00,9.0635459750373,4.978171556520206,85.82144606498201
2025-01-05 11:00:00,5.166787917430424,7.7590072272939725,61.59464762422625
2025-01-05 12:00:00,5.768609564313641,6.89233674645419,73.83939383500977
2025-01-05 13:00:00,5.571298354480098,7.341061194214663,38.77423188250289
2025-01-05 14:00:00,0.5981349963253848,7.124272429709873,54.512617537821434
2025-01-05 15:00:00,0.7099868028676306,5.448188799029161,25.86852250604111
2025-01-05 16:00:00,7.181782233032509,7.31862452508939,20.074793604332932
2025-01-05 17:00:00,1.8944340698173017,6.681911754415667,24.293971752605202
2025-01-05 18:00:00,1.847023153140265,8.350510821527369,1.397515352968979e-14
2025-01-05 19:00:00,0.13669095163271106,4.968486481199692,0.0
2025-01-05 20:00:00,0.1128138652958679,6.5233105909421845,0.0
2025-01-05 21:00:00,4.844493270306829,6.374654524421544,0.0
2025-01-05 22:00:00,0.9280624043842112,7.256337684268385,0.0
2025-01-05 23:00:00,4.789074127619384,5.879688541036506,0.0
2025-01-06 00:00:00,6.377426603262108,8.061805154714008,0.0
2025-01-06 01:00:00,6.0433411503280645,8.642425397702288,0.0
2025-01-06 02:00:00,8.31113464927992,5.6795701238109535,0.0
2025-01-06 03:00:00,10.311894987888664,7.55994696874287,0.0
2025-01-06 04:00:00,7.464798206147581,8.126289149467619,0.0
2025-01-06 05:00:00,9.51835250474681,9.45977977003723,0.0
2025-01-06 06:00:00,10.239009393939794,8.09848291884925,0.0
2025-01-06 07:00:00,10.251335715119668,10.415350504039644,20.54770205736272
