Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Denmark,DNK,2025-04-06 23:00:00,2025-04-07 01:00:00,0.09
Denmark,DNK,2025-04-07 00:00:00,2025-04-07 02:00:00,0.0
Denmark,DNK,2025-04-07 01:00:00,2025-04-07 03:00:00,0.0
Denmark,DNK,2025-04-07 02:00:00,2025-04-07 04:00:00,0.0
Denmark,DNK,2025-04-07 03:00:00,2025-04-07 05:00:00,0.0
Denmark,DNK,2025-04-07 04:00:00,2025-04-07 06:00:00,0.0
Denmark,DNK,2025-04-07 05:00:00,2025-04-07 07:00:00,0.0
Denmark,DNK,2025-04-07 06:00:00,2025-04-07 08:00:00,0.0
Denmark,DNK,2025-04-07 07:00:00,2025-04-07 09:00:00,-0.01
Denmark,DNK,2025-04-07 08:00:00,2025-04-07 10:00:00,-0.16
Denmark,DNK,2025-04-07 09:00:00,2025-04-07 11:00:00,-3.01
Denmark,DNK,2025-04-07 10:00:00,2025-04-07 12:00:00,-4.06
Denmark,DNK,2025-04-07 11:00:00,2025-04-07 13:00:00,-6.55
Denmark,DNK,2025-04-07 12:00:00,2025-04-07 14:00:00,-10.0
Denmark,DNK,2025-04-07 13:00:00,2025-04-07 15:00:00,-5.04
Denmark,DNK,2025-04-07 14:00:00,2025-04-07 16:00:00,-0.16
Denmark,DNK,2025-04-07 15:00:00,2025-04-07 17:00:00,5.22
Denmark,DNK,2025-04-07 16:00:00,2025-04-07 18:00:00,58.16
Denmark,DNK,2025-04-07 17:00:00,2025-04-07 19:00:00,70.05
Denmark,DNK,2025-04-07 18:00:00,2025-04-07 20:00:00,70.61
Denmark,DNK,2025-04-07 19:00:00,2025-04-07 21:00:00,64.52
Denmark,DNK,2025-04-07 20:00:00,2025-04-07 22:00:00,58.1
Denmark,DNK,2025-04-07 21:00:00,2025-04-07 23:00:00,51.61
Denmark,DNK,2025-04-07 22:00:00,2025-04-08 00:00:00,52.22
Denmark,DNK,2025-04-07 23:00:00,2025-04-08 01:00:00,49.42
Denmark,DNK,2025-04-08 00:00:00,2025-04-08 02:00:00,39.16
Denmark,DNK,2025-04-08 01:00:00,2025-04-08 03:00:00,41.87
Denmark,DNK,2025-04-08 02:00:00,2025-04-08 04:00:00,44.04
Denmark,DNK,2025-04-08 03:00:00,2025-04-08 05:00:00,52.66
Denmark,DNK,2025-04-08 04:00:00,2025-04-08 06:00:00,69.63
Denmark,DNK,2025-04-08 05:00:00,2025-04-08 07:00:00,89.13
Denmark,DNK,2025-04-08 06:00:00,2025-04-08 08:00:00,84.68
Denmark,DNK,2025-04-08 07:00:00,2025-04-08 09:00:00,82.64
Denmark,DNK,2025-04-08 08:00:00,2025-04-08 10:00:00,64.07
Denmark,DNK,2025-04-08 09:00:00,2025-04-08 11:00:00,60.25
Denmark,DNK,2025-04-08 10:00:00,2025-04-08 12:00:00,57.57
Denmark,DNK,2025-04-08 11:00:00,2025-04-08 13:00:00,57.85
Denmark,DNK,2025-04-08 12:00:00,2025-04-08 14:00:00,57.89
Denmark,DNK,2025-04-08 13:00:00,2025-04-08 15:00:00,57.05
Denmark,DNK,2025-04-08 14:00:00,2025-04-08 16:00:00,70.0
Denmark,DNK,2025-04-08 15:00:00,2025-04-08 17:00:00,75.01
Denmark,DNK,2025-04-08 16:00:00,2025-04-08 18:00:00,104.9
Denmark,DNK,2025-04-08 17:00:00,2025-04-08 19:00:00,137.3
Denmark,DNK,2025-04-08 18:00:00,2025-04-08 20:00:00,124.8
Denmark,DNK,2025-04-08 19:00:00,2025-04-08 21:00:00,84.85
Denmark,DNK,2025-04-08 20:00:00,2025-04-08 22:00:00,77.0
Denmark,DNK,2025-04-08 21:00:00,2025-04-08 23:00:00,70.19
Denmark,DNK,2025-04-08 22:00:00,2025-04-09 00:00:00,78.21
Denmark,DNK,2025-04-08 23:00:00,2025-04-09 01:00:00,69.39
Denmark,DNK,2025-04-09 00:00:00,2025-04-09 02:00:00,64.73
Denmark,DNK,2025-04-09 01:00:00,2025-04-09 03:00:00,59.02
Denmark,DNK,2025-04-09 02:00:00,2025-04-09 04:00:00,60.84
Denmark,DNK,2025-04-09 03:00:00,2025-04-09 05:00:00,65.48
Denmark,DNK,2025-04-09 04:00:00,2025-04-09 06:00:00,79.91
Denmark,DNK,2025-04-09 05:00:00,2025-04-09 07:00:00,89.95
Denmark,DNK,2025-04-09 06:00:00,2025-04-09 08:00:00,79.78
Denmark,DNK,2025-04-09 07:00:00,2025-04-09 09:00:00,68.3
Denmark,DNK,2025-04-09 08:00:00,2025-04-09 10:00:00,51.15
Denmark,DNK,2025-04-09 09:00:00,2025-04-09 11:00:00,44.39
Denmark,DNK,2025-04-09 10:00:00,2025-04-09 12:00:00,36.6
Denmark,DNK,2025-04-09 11:00:00,2025-04-09 13:00:00,17.24
Denmark,DNK,2025-04-09 12:00:00,2025-04-09 14:00:00,16.36
Denmark,DNK,2025-04-09 13:00:00,2025-04-09 15:00:00,29.3
Denmark,DNK,2025-04-09 14:00:00,2025-04-09 16:00:00,38.84
Denmark,DNK,2025-04-09 15:00:00,2025-04-09 17:00:00,49.33
Denmark,DNK,2025-04-09 16:00:00,2025-04-09 18:00:00,56.98
Denmark,DNK,2025-04-09 17:00:00,2025-04-09 19:00:00,61.82
Denmark,DNK,2025-04-09 18:00:00,2025-04-09 20:00:00,54.34
Denmark,DNK,2025-04-09 19:00:00,2025-04-09 21:00:00,48.22
Denmark,DNK,2025-04-09 20:00:00,2025-04-09 22:00:00,45.0
Denmark,DNK,2025-04-09 21:00:00,2025-04-09 23:00:00,34.54
Denmark,DNK,2025-04-09 22:00:00,2025-04-10 00:00:00,11.65
Denmark,DNK,2025-04-09 23:00:00,2025-04-10 01:00:00,4.77
Denmark,DNK,2025-04-10 00:00:00,2025-04-10 02:00:00,3.84
Denmark,DNK,2025-04-10 01:00:00,2025-04-10 03:00:00,6.39
Denmark,DNK,2025-04-10 02:00:00,2025-04-10 04:00:00,16.36
Denmark,DNK,2025-04-10 03:00:00,2025-04-10 05:00:00,23.39
Denmark,DNK,2025-04-10 04:00:00,2025-04-10 06:00:00,23.9
Denmark,DNK,2025-04-10 05:00:00,2025-04-10 07:00:00,30.85
Denmark,DNK,2025-04-10 06:00:00,2025-04-10 08:00:00,33.69
Denmark,DNK,2025-04-10 07:00:00,2025-04-10 09:00:00,31.94
Denmark,DNK,2025-04-10 08:00:00,2025-04-10 10:00:00,30.79
Denmark,DNK,2025-04-10 09:00:00,2025-04-10 11:00:00,22.57
Denmark,DNK,2025-04-10 10:00:00,2025-04-10 12:00:00,12.89
Denmark,DNK,2025-04-10 11:00:00,2025-04-10 13:00:00,5.88
Denmark,DNK,2025-04-10 12:00:00,2025-04-10 14:00:00,0.04
Denmark,DNK,2025-04-10 13:00:00,2025-04-10 15:00:00,0.19
Denmark,DNK,2025-04-10 14:00:00,2025-04-10 16:00:00,3.99
Denmark,DNK,2025-04-10 15:00:00,2025-04-10 17:00:00,16.38
Denmark,DNK,2025-04-10 16:00:00,2025-04-10 18:00:00,82.65
Denmark,DNK,2025-04-10 17:00:00,2025-04-10 19:00:00,145.46
Denmark,DNK,2025-04-10 18:00:00,2025-04-10 20:00:00,141.1
Denmark,DNK,2025-04-10 19:00:00,2025-04-10 21:00:00,96.85
Denmark,DNK,2025-04-10 20:00:00,2025-04-10 22:00:00,52.56
Denmark,DNK,2025-04-10 21:00:00,2025-04-10 23:00:00,47.22
Denmark,DNK,2025-04-10 22:00:00,2025-04-11 00:00:00,40.68
Denmark,DNK,2025-04-10 23:00:00,2025-04-11 01:00:00,26.67
Denmark,DNK,2025-04-11 00:00:00,2025-04-11 02:00:00,22.2
Denmark,DNK,2025-04-11 01:00:00,2025-04-11 03:00:00,9.99
Denmark,DNK,2025-04-11 02:00:00,2025-04-11 04:00:00,5.72
Denmark,DNK,2025-04-11 03:00:00,2025-04-11 05:00:00,13.45
Denmark,DNK,2025-04-11 04:00:00,2025-04-11 06:00:00,17.32
Denmark,DNK,2025-04-11 05:00:00,2025-04-11 07:00:00,39.87
Denmark,DNK,2025-04-11 06:00:00,2025-04-11 08:00:00,41.55
Denmark,DNK,2025-04-11 07:00:00,2025-04-11 09:00:00,30.0
Denmark,DNK,2025-04-11 08:00:00,2025-04-11 10:00:00,10.05
Denmark,DNK,2025-04-11 09:00:00,2025-04-11 11:00:00,0.86
Denmark,DNK,2025-04-11 10:00:00,2025-04-11 12:00:00,0.91
Denmark,DNK,2025-04-11 11:00:00,2025-04-11 13:00:00,1.1
Denmark,DNK,2025-04-11 12:00:00,2025-04-11 14:00:00,0.57
Denmark,DNK,2025-04-11 13:00:00,2025-04-11 15:00:00,12.88
Denmark,DNK,2025-04-11 14:00:00,2025-04-11 16:00:00,8.68
Denmark,DNK,2025-04-11 15:00:00,2025-04-11 17:00:00,46.53
Denmark,DNK,2025-04-11 16:00:00,2025-04-11 18:00:00,95.42
Denmark,DNK,2025-04-11 17:00:00,2025-04-11 19:00:00,134.36
Denmark,DNK,2025-04-11 18:00:00,2025-04-11 20:00:00,119.8
Denmark,DNK,2025-04-11 19:00:00,2025-04-11 21:00:00,91.05
Denmark,DNK,2025-04-11 20:00:00,2025-04-11 22:00:00,72.55
Denmark,DNK,2025-04-11 21:00:00,2025-04-11 23:00:00,60.47
Denmark,DNK,2025-04-11 22:00:00,2025-04-12 00:00:00,45.54
Denmark,DNK,2025-04-11 23:00:00,2025-04-12 01:00:00,43.57
Denmark,DNK,2025-04-12 00:00:00,2025-04-12 02:00:00,44.47
Denmark,DNK,2025-04-12 01:00:00,2025-04-12 03:00:00,40.82
Denmark,DNK,2025-04-12 02:00:00,2025-04-12 04:00:00,40.0
Denmark,DNK,2025-04-12 03:00:00,2025-04-12 05:00:00,40.0
Denmark,DNK,2025-04-12 04:00:00,2025-04-12 06:00:00,41.29
Denmark,DNK,2025-04-12 05:00:00,2025-04-12 07:00:00,48.61
Denmark,DNK,2025-04-12 06:00:00,2025-04-12 08:00:00,69.27
Denmark,DNK,2025-04-12 07:00:00,2025-04-12 09:00:00,65.59
Denmark,DNK,2025-04-12 08:00:00,2025-04-12 10:00:00,42.6
Denmark,DNK,2025-04-12 09:00:00,2025-04-12 11:00:00,21.02
Denmark,DNK,2025-04-12 10:00:00,2025-04-12 12:00:00,6.98
Denmark,DNK,2025-04-12 11:00:00,2025-04-12 13:00:00,1.71
Denmark,DNK,2025-04-12 12:00:00,2025-04-12 14:00:00,0.3
Denmark,DNK,2025-04-12 13:00:00,2025-04-12 15:00:00,0.27
Denmark,DNK,2025-04-12 14:00:00,2025-04-12 16:00:00,6.55
Denmark,DNK,2025-04-12 15:00:00,2025-04-12 17:00:00,46.04
Denmark,DNK,2025-04-12 16:00:00,2025-04-12 18:00:00,54.65
Denmark,DNK,2025-04-12 17:00:00,2025-04-12 19:00:00,48.62
Denmark,DNK,2025-04-12 18:00:00,2025-04-12 20:00:00,48.58
Denmark,DNK,2025-04-12 19:00:00,2025-04-12 21:00:00,47.11
Denmark,DNK,2025-04-12 20:00:00,2025-04-12 22:00:00,45.89
Denmark,DNK,2025-04-12 21:00:00,2025-04-12 23:00:00,44.13
Denmark,DNK,2025-04-12 22:00:00,2025-04-13 00:00:00,29.22
Denmark,DNK,2025-04-12 23:00:00,2025-04-13 01:00:00,25.92
Denmark,DNK,2025-04-13 00:00:00,2025-04-13 02:00:00,19.36
Denmark,DNK,2025-04-13 01:00:00,2025-04-13 03:00:00,17.53
Denmark,DNK,2025-04-13 02:00:00,2025-04-13 04:00:00,17.46
Denmark,DNK,2025-04-13 03:00:00,2025-04-13 05:00:00,23.31
Denmark,DNK,2025-04-13 04:00:00,2025-04-13 06:00:00,27.83
Denmark,DNK,2025-04-13 05:00:00,2025-04-13 07:00:00,33.73
Denmark,DNK,2025-04-13 06:00:00,2025-04-13 08:00:00,22.6
Denmark,DNK,2025-04-13 07:00:00,2025-04-13 09:00:00,8.8
Denmark,DNK,2025-04-13 08:00:00,2025-04-13 10:00:00,-0.02
Denmark,DNK,2025-04-13 09:00:00,2025-04-13 11:00:00,-4.04
Denmark,DNK,2025-04-13 10:00:00,2025-04-13 12:00:00,-8.02
Denmark,DNK,2025-04-13 11:00:00,2025-04-13 13:00:00,-20.2
Denmark,DNK,2025-04-13 12:00:00,2025-04-13 14:00:00,-29.32
Denmark,DNK,2025-04-13 13:00:00,2025-04-13 15:00:00,-31.6
Denmark,DNK,2025-04-13 14:00:00,2025-04-13 16:00:00,-15.78
Denmark,DNK,2025-04-13 15:00:00,2025-04-13 17:00:00,0.66
Denmark,DNK,2025-04-13 16:00:00,2025-04-13 18:00:00,31.5
Denmark,DNK,2025-04-13 17:00:00,2025-04-13 19:00:00,51.12
Denmark,DNK,2025-04-13 18:00:00,2025-04-13 20:00:00,40.03
Denmark,DNK,2025-04-13 19:00:00,2025-04-13 21:00:00,34.65
Denmark,DNK,2025-04-13 20:00:00,2025-04-13 22:00:00,20.6
Denmark,DNK,2025-04-13 21:00:00,2025-04-13 23:00:00,7.05
Denmark,DNK,2025-04-13 22:00:00,2025-04-14 00:00:00,0.43
Denmark,DNK,2025-04-13 23:00:00,2025-04-14 01:00:00,0.83
Denmark,DNK,2025-04-14 00:00:00,2025-04-14 02:00:00,0.92
Denmark,DNK,2025-04-14 01:00:00,2025-04-14 03:00:00,0.88
Denmark,DNK,2025-04-14 02:00:00,2025-04-14 04:00:00,1.69
Denmark,DNK,2025-04-14 03:00:00,2025-04-14 05:00:00,4.88
Denmark,DNK,2025-04-14 04:00:00,2025-04-14 06:00:00,12.75
Denmark,DNK,2025-04-14 05:00:00,2025-04-14 07:00:00,13.0
Denmark,DNK,2025-04-14 06:00:00,2025-04-14 08:00:00,7.41
Denmark,DNK,2025-04-14 07:00:00,2025-04-14 09:00:00,0.0
Denmark,DNK,2025-04-14 08:00:00,2025-04-14 10:00:00,-2.34
Denmark,DNK,2025-04-14 09:00:00,2025-04-14 11:00:00,-12.1
Denmark,DNK,2025-04-14 10:00:00,2025-04-14 12:00:00,-42.2
Denmark,DNK,2025-04-14 11:00:00,2025-04-14 13:00:00,-57.71
Denmark,DNK,2025-04-14 12:00:00,2025-04-14 14:00:00,-57.92
Denmark,DNK,2025-04-14 13:00:00,2025-04-14 15:00:00,-40.05
Denmark,DNK,2025-04-14 14:00:00,2025-04-14 16:00:00,-6.25
Denmark,DNK,2025-04-14 15:00:00,2025-04-14 17:00:00,1.57
Denmark,DNK,2025-04-14 16:00:00,2025-04-14 18:00:00,41.45
Denmark,DNK,2025-04-14 17:00:00,2025-04-14 19:00:00,87.8
Denmark,DNK,2025-04-14 18:00:00,2025-04-14 20:00:00,119.91
Denmark,DNK,2025-04-14 19:00:00,2025-04-14 21:00:00,112.61
Denmark,DNK,2025-04-14 20:00:00,2025-04-14 22:00:00,97.16
Denmark,DNK,2025-04-14 21:00:00,2025-04-14 23:00:00,79.69
Denmark,DNK,2025-04-14 22:00:00,2025-04-15 00:00:00,51.54
Denmark,DNK,2025-04-14 23:00:00,2025-04-15 01:00:00,53.31
Denmark,DNK,2025-04-15 00:00:00,2025-04-15 02:00:00,70.55
Denmark,DNK,2025-04-15 01:00:00,2025-04-15 03:00:00,65.84
Denmark,DNK,2025-04-15 02:00:00,2025-04-15 04:00:00,75.23
Denmark,DNK,2025-04-15 03:00:00,2025-04-15 05:00:00,86.74
Denmark,DNK,2025-04-15 04:00:00,2025-04-15 06:00:00,115.73
Denmark,DNK,2025-04-15 05:00:00,2025-04-15 07:00:00,169.15
Denmark,DNK,2025-04-15 06:00:00,2025-04-15 08:00:00,153.24
Denmark,DNK,2025-04-15 07:00:00,2025-04-15 09:00:00,91.56
Denmark,DNK,2025-04-15 08:00:00,2025-04-15 10:00:00,76.24
Denmark,DNK,2025-04-15 09:00:00,2025-04-15 11:00:00,57.0
Denmark,DNK,2025-04-15 10:00:00,2025-04-15 12:00:00,43.72
Denmark,DNK,2025-04-15 11:00:00,2025-04-15 13:00:00,32.15
Denmark,DNK,2025-04-15 12:00:00,2025-04-15 14:00:00,15.23
Denmark,DNK,2025-04-15 13:00:00,2025-04-15 15:00:00,15.54
Denmark,DNK,2025-04-15 14:00:00,2025-04-15 16:00:00,17.87
Denmark,DNK,2025-04-15 15:00:00,2025-04-15 17:00:00,46.3
Denmark,DNK,2025-04-15 16:00:00,2025-04-15 18:00:00,69.2
Denmark,DNK,2025-04-15 17:00:00,2025-04-15 19:00:00,78.92
Denmark,DNK,2025-04-15 18:00:00,2025-04-15 20:00:00,77.02
Denmark,DNK,2025-04-15 19:00:00,2025-04-15 21:00:00,66.31
Denmark,DNK,2025-04-15 20:00:00,2025-04-15 22:00:00,53.46
Denmark,DNK,2025-04-15 21:00:00,2025-04-15 23:00:00,34.47
Denmark,DNK,2025-04-15 22:00:00,2025-04-16 00:00:00,11.9
Denmark,DNK,2025-04-15 23:00:00,2025-04-16 01:00:00,6.0
Denmark,DNK,2025-04-16 00:00:00,2025-04-16 02:00:00,2.32
Denmark,DNK,2025-04-16 01:00:00,2025-04-16 03:00:00,2.35
Denmark,DNK,2025-04-16 02:00:00,2025-04-16 04:00:00,17.62
Denmark,DNK,2025-04-16 03:00:00,2025-04-16 05:00:00,36.22
Denmark,DNK,2025-04-16 04:00:00,2025-04-16 06:00:00,51.59
Denmark,DNK,2025-04-16 05:00:00,2025-04-16 07:00:00,74.26
Denmark,DNK,2025-04-16 06:00:00,2025-04-16 08:00:00,74.26
Denmark,DNK,2025-04-16 07:00:00,2025-04-16 09:00:00,64.81
Denmark,DNK,2025-04-16 08:00:00,2025-04-16 10:00:00,51.41
Denmark,DNK,2025-04-16 09:00:00,2025-04-16 11:00:00,43.93
Denmark,DNK,2025-04-16 10:00:00,2025-04-16 12:00:00,41.06
Denmark,DNK,2025-04-16 11:00:00,2025-04-16 13:00:00,41.0
Denmark,DNK,2025-04-16 12:00:00,2025-04-16 14:00:00,42.5
Denmark,DNK,2025-04-16 13:00:00,2025-04-16 15:00:00,48.53
Denmark,DNK,2025-04-16 14:00:00,2025-04-16 16:00:00,55.3
Denmark,DNK,2025-04-16 15:00:00,2025-04-16 17:00:00,79.67
Denmark,DNK,2025-04-16 16:00:00,2025-04-16 18:00:00,92.92
Denmark,DNK,2025-04-16 17:00:00,2025-04-16 19:00:00,113.99
Denmark,DNK,2025-04-16 18:00:00,2025-04-16 20:00:00,124.52
Denmark,DNK,2025-04-16 19:00:00,2025-04-16 21:00:00,104.46
Denmark,DNK,2025-04-16 20:00:00,2025-04-16 22:00:00,90.1
Denmark,DNK,2025-04-16 21:00:00,2025-04-16 23:00:00,84.1
Denmark,DNK,2025-04-16 22:00:00,2025-04-17 00:00:00,83.84
Denmark,DNK,2025-04-16 23:00:00,2025-04-17 01:00:00,83.84
Denmark,DNK,2025-04-17 00:00:00,2025-04-17 02:00:00,81.35
Denmark,DNK,2025-04-17 01:00:00,2025-04-17 03:00:00,82.4
Denmark,DNK,2025-04-17 02:00:00,2025-04-17 04:00:00,82.96
Denmark,DNK,2025-04-17 03:00:00,2025-04-17 05:00:00,83.73
Denmark,DNK,2025-04-17 04:00:00,2025-04-17 06:00:00,109.39
Denmark,DNK,2025-04-17 05:00:00,2025-04-17 07:00:00,169.97
Denmark,DNK,2025-04-17 06:00:00,2025-04-17 08:00:00,155.17
Denmark,DNK,2025-04-17 07:00:00,2025-04-17 09:00:00,104.62
Denmark,DNK,2025-04-17 08:00:00,2025-04-17 10:00:00,83.9
Denmark,DNK,2025-04-17 09:00:00,2025-04-17 11:00:00,79.9
Denmark,DNK,2025-04-17 10:00:00,2025-04-17 12:00:00,81.94
Denmark,DNK,2025-04-17 11:00:00,2025-04-17 13:00:00,80.14
Denmark,DNK,2025-04-17 12:00:00,2025-04-17 14:00:00,77.71
Denmark,DNK,2025-04-17 13:00:00,2025-04-17 15:00:00,77.03
Denmark,DNK,2025-04-17 14:00:00,2025-04-17 16:00:00,80.0
Denmark,DNK,2025-04-17 15:00:00,2025-04-17 17:00:00,86.9
Denmark,DNK,2025-04-17 16:00:00,2025-04-17 18:00:00,114.97
Denmark,DNK,2025-04-17 17:00:00,2025-04-17 19:00:00,159.92
Denmark,DNK,2025-04-17 18:00:00,2025-04-17 20:00:00,169.9
Denmark,DNK,2025-04-17 19:00:00,2025-04-17 21:00:00,130.06
Denmark,DNK,2025-04-17 20:00:00,2025-04-17 22:00:00,99.04
Denmark,DNK,2025-04-17 21:00:00,2025-04-17 23:00:00,87.81
Denmark,DNK,2025-04-17 22:00:00,2025-04-18 00:00:00,91.83
Denmark,DNK,2025-04-17 23:00:00,2025-04-18 01:00:00,87.42
Denmark,DNK,2025-04-18 00:00:00,2025-04-18 02:00:00,88.53
Denmark,DNK,2025-04-18 01:00:00,2025-04-18 03:00:00,87.76
Denmark,DNK,2025-04-18 02:00:00,2025-04-18 04:00:00,89.61
Denmark,DNK,2025-04-18 03:00:00,2025-04-18 05:00:00,93.47
Denmark,DNK,2025-04-18 04:00:00,2025-04-18 06:00:00,121.88
Denmark,DNK,2025-04-18 05:00:00,2025-04-18 07:00:00,155.8
Denmark,DNK,2025-04-18 06:00:00,2025-04-18 08:00:00,131.19
Denmark,DNK,2025-04-18 07:00:00,2025-04-18 09:00:00,101.12
Denmark,DNK,2025-04-18 08:00:00,2025-04-18 10:00:00,90.21
Denmark,DNK,2025-04-18 09:00:00,2025-04-18 11:00:00,83.87
Denmark,DNK,2025-04-18 10:00:00,2025-04-18 12:00:00,80.64
Denmark,DNK,2025-04-18 11:00:00,2025-04-18 13:00:00,77.2
Denmark,DNK,2025-04-18 12:00:00,2025-04-18 14:00:00,73.01
Denmark,DNK,2025-04-18 13:00:00,2025-04-18 15:00:00,70.7
Denmark,DNK,2025-04-18 14:00:00,2025-04-18 16:00:00,70.88
Denmark,DNK,2025-04-18 15:00:00,2025-04-18 17:00:00,81.33
Denmark,DNK,2025-04-18 16:00:00,2025-04-18 18:00:00,94.03
Denmark,DNK,2025-04-18 17:00:00,2025-04-18 19:00:00,125.24
Denmark,DNK,2025-04-18 18:00:00,2025-04-18 20:00:00,128.83
Denmark,DNK,2025-04-18 19:00:00,2025-04-18 21:00:00,105.92
Denmark,DNK,2025-04-18 20:00:00,2025-04-18 22:00:00,89.89
Denmark,DNK,2025-04-18 21:00:00,2025-04-18 23:00:00,79.37
Denmark,DNK,2025-04-18 22:00:00,2025-04-19 00:00:00,77.21
Denmark,DNK,2025-04-18 23:00:00,2025-04-19 01:00:00,60.83
Denmark,DNK,2025-04-19 00:00:00,2025-04-19 02:00:00,50.53
Denmark,DNK,2025-04-19 01:00:00,2025-04-19 03:00:00,49.47
Denmark,DNK,2025-04-19 02:00:00,2025-04-19 04:00:00,47.97
Denmark,DNK,2025-04-19 03:00:00,2025-04-19 05:00:00,49.08
Denmark,DNK,2025-04-19 04:00:00,2025-04-19 06:00:00,60.12
Denmark,DNK,2025-04-19 05:00:00,2025-04-19 07:00:00,69.66
Denmark,DNK,2025-04-19 06:00:00,2025-04-19 08:00:00,76.7
Denmark,DNK,2025-04-19 07:00:00,2025-04-19 09:00:00,68.66
Denmark,DNK,2025-04-19 08:00:00,2025-04-19 10:00:00,60.6
Denmark,DNK,2025-04-19 09:00:00,2025-04-19 11:00:00,56.53
Denmark,DNK,2025-04-19 10:00:00,2025-04-19 12:00:00,51.38
Denmark,DNK,2025-04-19 11:00:00,2025-04-19 13:00:00,47.63
Denmark,DNK,2025-04-19 12:00:00,2025-04-19 14:00:00,45.49
Denmark,DNK,2025-04-19 13:00:00,2025-04-19 15:00:00,45.62
Denmark,DNK,2025-04-19 14:00:00,2025-04-19 16:00:00,50.91
Denmark,DNK,2025-04-19 15:00:00,2025-04-19 17:00:00,57.11
Denmark,DNK,2025-04-19 16:00:00,2025-04-19 18:00:00,63.33
Denmark,DNK,2025-04-19 17:00:00,2025-04-19 19:00:00,63.75
Denmark,DNK,2025-04-19 18:00:00,2025-04-19 20:00:00,64.69
Denmark,DNK,2025-04-19 19:00:00,2025-04-19 21:00:00,65.55
Denmark,DNK,2025-04-19 20:00:00,2025-04-19 22:00:00,63.85
Denmark,DNK,2025-04-19 21:00:00,2025-04-19 23:00:00,62.53
Denmark,DNK,2025-04-19 22:00:00,2025-04-20 00:00:00,59.66
Denmark,DNK,2025-04-19 23:00:00,2025-04-20 01:00:00,57.42
Denmark,DNK,2025-04-20 00:00:00,2025-04-20 02:00:00,56.78
Denmark,DNK,2025-04-20 01:00:00,2025-04-20 03:00:00,57.75
Denmark,DNK,2025-04-20 02:00:00,2025-04-20 04:00:00,61.04
Denmark,DNK,2025-04-20 03:00:00,2025-04-20 05:00:00,62.83
Denmark,DNK,2025-04-20 04:00:00,2025-04-20 06:00:00,63.92
Denmark,DNK,2025-04-20 05:00:00,2025-04-20 07:00:00,67.98
Denmark,DNK,2025-04-20 06:00:00,2025-04-20 08:00:00,65.04
Denmark,DNK,2025-04-20 07:00:00,2025-04-20 09:00:00,59.9
Denmark,DNK,2025-04-20 08:00:00,2025-04-20 10:00:00,50.05
Denmark,DNK,2025-04-20 09:00:00,2025-04-20 11:00:00,38.43
Denmark,DNK,2025-04-20 10:00:00,2025-04-20 12:00:00,28.97
Denmark,DNK,2025-04-20 11:00:00,2025-04-20 13:00:00,12.33
Denmark,DNK,2025-04-20 12:00:00,2025-04-20 14:00:00,10.55
Denmark,DNK,2025-04-20 13:00:00,2025-04-20 15:00:00,18.33
Denmark,DNK,2025-04-20 14:00:00,2025-04-20 16:00:00,37.41
Denmark,DNK,2025-04-20 15:00:00,2025-04-20 17:00:00,62.83
Denmark,DNK,2025-04-20 16:00:00,2025-04-20 18:00:00,78.9
Denmark,DNK,2025-04-20 17:00:00,2025-04-20 19:00:00,89.61
Denmark,DNK,2025-04-20 18:00:00,2025-04-20 20:00:00,97.04
Denmark,DNK,2025-04-20 19:00:00,2025-04-20 21:00:00,90.31
Denmark,DNK,2025-04-20 20:00:00,2025-04-20 22:00:00,86.07
Denmark,DNK,2025-04-20 21:00:00,2025-04-20 23:00:00,82.9
Denmark,DNK,2025-04-20 22:00:00,2025-04-21 00:00:00,81.85
Denmark,DNK,2025-04-20 23:00:00,2025-04-21 01:00:00,70.59
Denmark,DNK,2025-04-21 00:00:00,2025-04-21 02:00:00,69.53
Denmark,DNK,2025-04-21 01:00:00,2025-04-21 03:00:00,64.4
Denmark,DNK,2025-04-21 02:00:00,2025-04-21 04:00:00,63.88
Denmark,DNK,2025-04-21 03:00:00,2025-04-21 05:00:00,63.62
Denmark,DNK,2025-04-21 04:00:00,2025-04-21 06:00:00,64.43
Denmark,DNK,2025-04-21 05:00:00,2025-04-21 07:00:00,60.53
Denmark,DNK,2025-04-21 06:00:00,2025-04-21 08:00:00,60.88
Denmark,DNK,2025-04-21 07:00:00,2025-04-21 09:00:00,55.12
Denmark,DNK,2025-04-21 08:00:00,2025-04-21 10:00:00,36.93
Denmark,DNK,2025-04-21 09:00:00,2025-04-21 11:00:00,39.02
Denmark,DNK,2025-04-21 10:00:00,2025-04-21 12:00:00,19.93
Denmark,DNK,2025-04-21 11:00:00,2025-04-21 13:00:00,15.31
Denmark,DNK,2025-04-21 12:00:00,2025-04-21 14:00:00,14.15
Denmark,DNK,2025-04-21 13:00:00,2025-04-21 15:00:00,15.43
Denmark,DNK,2025-04-21 14:00:00,2025-04-21 16:00:00,21.26
Denmark,DNK,2025-04-21 15:00:00,2025-04-21 17:00:00,58.4
Denmark,DNK,2025-04-21 16:00:00,2025-04-21 18:00:00,74.6
Denmark,DNK,2025-04-21 17:00:00,2025-04-21 19:00:00,89.36
Denmark,DNK,2025-04-21 18:00:00,2025-04-21 20:00:00,95.26
Denmark,DNK,2025-04-21 19:00:00,2025-04-21 21:00:00,91.07
