,0
2025-01-01 00:00:00,0.05961338771530954
2025-01-01 01:00:00,0.04000000000000001
2025-01-01 02:00:00,0.1842729515904215
2025-01-01 03:00:00,0.1407717016373915
2025-01-01 04:00:00,0.07470984488057725
2025-01-01 05:00:00,0.09332685786084374
2025-01-01 06:00:00,0.1767637124515156
2025-01-01 07:00:00,0.4877679374083969
2025-01-01 08:00:00,0.5338090147929367
2025-01-01 09:00:00,0.4405567938454861
2025-01-01 10:00:00,0.16573580593220782
2025-01-01 11:00:00,0.20193463483874777
2025-01-01 12:00:00,0.1403199839238566
2025-01-01 13:00:00,0.14173774080125054
2025-01-01 14:00:00,0.16755962534905453
2025-01-01 15:00:00,0.22091191526932183
2025-01-01 16:00:00,0.0991046482746096
2025-01-01 17:00:00,0.7341562967892875
2025-01-01 18:00:00,0.7176078423192704
2025-01-01 19:00:00,0.7373181905111711
2025-01-01 20:00:00,0.772284647183637
2025-01-01 21:00:00,0.7545642907444547
2025-01-01 22:00:00,0.14660467609532207
2025-01-01 23:00:00,0.14347036827944148
2025-01-02 00:00:00,0.11834935206735162
2025-01-02 01:00:00,0.11259207018095664
2025-01-02 02:00:00,0.12211151655930126
2025-01-02 03:00:00,0.05785133592795532
2025-01-02 04:00:00,0.11621676030140438
2025-01-02 05:00:00,0.12583203115847616
2025-01-02 06:00:00,0.12298653629429966
2025-01-02 07:00:00,0.5370470594747269
2025-01-02 08:00:00,0.5147559081535299
2025-01-02 09:00:00,0.4887295117894635
2025-01-02 10:00:00,0.0815188718102846
2025-01-02 11:00:00,0.17142966849049146
2025-01-02 12:00:00,0.13795709341016818
2025-01-02 13:00:00,0.07707087753053908
2025-01-02 14:00:00,0.22420539880293824
2025-01-02 15:00:00,0.1976891352722208
2025-01-02 16:00:00,0.21481422532075287
2025-01-02 17:00:00,0.6383240451177645
2025-01-02 18:00:00,0.6977282442263046
2025-01-02 19:00:00,0.6525356163055561
2025-01-02 20:00:00,0.7432481334396467
2025-01-02 21:00:00,0.6344439806493837
2025-01-02 22:00:00,0.05929398111181888
2025-01-02 23:00:00,0.18129747906598123
2025-01-03 00:00:00,0.04796584558097214
2025-01-03 01:00:00,0.14620946958883166
2025-01-03 02:00:00,0.09581819325273015
2025-01-03 03:00:00,0.20737363835991057
2025-01-03 04:00:00,0.06516499813523859
2025-01-03 05:00:00,0.07269574487162628
2025-01-03 06:00:00,0.14491963267673752
2025-01-03 07:00:00,0.6304643968000648
2025-01-03 08:00:00,0.5842943407293052
2025-01-03 09:00:00,0.5332164336546188
2025-01-03 10:00:00,0.15609123393019222
2025-01-03 11:00:00,0.1394101245057333
2025-01-03 12:00:00,0.2001558602060232
2025-01-03 13:00:00,0.15842219519670606
2025-01-03 14:00:00,0.19619159365849947
2025-01-03 15:00:00,0.26212358760747917
2025-01-03 16:00:00,0.13880628867709915
2025-01-03 17:00:00,0.770388054476578
2025-01-03 18:00:00,0.6527728942532705
2025-01-03 19:00:00,0.621476681981025
2025-01-03 20:00:00,0.8005844701550652
2025-01-03 21:00:00,0.7677710704595784
2025-01-03 22:00:00,0.14611575169728522
2025-01-03 23:00:00,0.1396618947553865
2025-01-04 00:00:00,0.14886197877214807
2025-01-04 01:00:00,0.09719556782260597
2025-01-04 02:00:00,0.1147161254914622
2025-01-04 03:00:00,0.19814841208434045
2025-01-04 04:00:00,0.0702873857935034
2025-01-04 05:00:00,0.11192057669835946
2025-01-04 06:00:00,0.19921531387328117
2025-01-04 07:00:00,0.6165344183936838
2025-01-04 08:00:00,0.5136961520970961
2025-01-04 09:00:00,0.5219897410702213
2025-01-04 10:00:00,0.1519977611417534
2025-01-04 11:00:00,0.05686287686853472
2025-01-04 12:00:00,0.20292031832816418
2025-01-04 13:00:00,0.17571997348537688
2025-01-04 14:00:00,0.255354216992854
2025-01-04 15:00:00,0.14041206858945487
2025-01-04 16:00:00,0.18271038191898203
2025-01-04 17:00:00,0.6383712473171564
2025-01-04 18:00:00,0.8082818164614736
2025-01-04 19:00:00,0.7513134577454114
2025-01-04 20:00:00,0.7716629604567454
2025-01-04 21:00:00,0.6791851050700395
2025-01-04 22:00:00,0.10588966371767422
2025-01-04 23:00:00,0.1393295940080535
2025-01-05 00:00:00,0.07784727441252397
2025-01-05 01:00:00,0.17292661032683176
2025-01-05 02:00:00,0.10949426775580408
2025-01-05 03:00:00,0.158538440959197
2025-01-05 04:00:00,0.10272405609501144
2025-01-05 05:00:00,0.17954573558825698
2025-01-05 06:00:00,0.25160886756662654
2025-01-05 07:00:00,0.4816343934735098
2025-01-05 08:00:00,0.6073255481104354
2025-01-05 09:00:00,0.5793051893956229
2025-01-05 10:00:00,0.1616222484044339
2025-01-05 11:00:00,0.10298454797173473
2025-01-05 12:00:00,0.25426999732945044
2025-01-05 13:00:00,0.17842190530811616
2025-01-05 14:00:00,0.20374013851770997
2025-01-05 15:00:00,0.18897776245598977
2025-01-05 16:00:00,0.16281230101687247
2025-01-05 17:00:00,0.7368393290370766
2025-01-05 18:00:00,0.6845026339401447
2025-01-05 19:00:00,0.7690871625480403
2025-01-05 20:00:00,0.665349058566699
2025-01-05 21:00:00,0.5905137455735079
2025-01-05 22:00:00,0.10709571821811435
2025-01-05 23:00:00,0.14556638925569954
2025-01-06 00:00:00,0.10494110097775575
2025-01-06 01:00:00,0.040837461906761574
2025-01-06 02:00:00,0.07643714285503246
2025-01-06 03:00:00,0.1534883186177905
2025-01-06 04:00:00,0.18149225905592495
2025-01-06 05:00:00,0.05648896567482853
2025-01-06 06:00:00,0.14269554338708212
2025-01-06 07:00:00,0.6794739964602919
2025-01-06 08:00:00,0.6552066740886922
2025-01-06 09:00:00,0.4878484156589061
2025-01-06 10:00:00,0.13015930727127586
2025-01-06 11:00:00,0.07503320037883997
2025-01-06 12:00:00,0.1317015135162932
2025-01-06 13:00:00,0.18431375483561047
