snapshot,export_mwh,elec_residual_mwh,elec_eps_mwh,heat_load_mwh,tes_e_mwh,batt_e_mwh,elec_ok,heat_chain_blocked,batt_full_or_cap,pv2b_at_cap,export_justified
2025-05-20 12:00:00,0.016922242052583903,-0.016049303533087297,0.00011861284039311271,0.11896196560783377,0.85,0.048,False,False,False,False,False
2025-05-20 13:00:00,0.011314312599874482,-0.016049303533135596,0.0001181027362960644,0.11712294005254359,0.85,0.09471876439094852,False,False,False,False,False
2025-05-27 12:00:00,0.03636078451557589,-0.016049303533125045,0.00011857644549597496,0.11252537616431814,0.85,0.048,False,False,False,False,False
2025-05-27 13:00:00,0.013858421295649119,-0.01604930353308265,0.00011794880806171735,0.10965189873417722,0.85,0.10769748886770696,False,False,False,False,False
2025-05-28 08:00:00,0.02749047210596132,-0.007891205832313793,0.00011841281360867622,0.12677782421781708,0.15,0.048,False,False,False,False,False
2025-05-28 09:00:00,0.025336090861291724,-0.01379927673835249,0.00012001703267620751,0.1209159302603296,0.24070014092334766,0.048,False,False,False,False,False
2025-05-28 12:00:00,0.06181376573213923,-0.01604930353306798,0.00012103433188193202,0.1098817769285885,0.85,0.048,False,False,False,False,False
2025-05-28 13:00:00,0.07827956965061987,-0.01604930353307012,0.00012046292393872989,0.10700829949844756,0.85,0.048,False,False,False,False,False
2025-05-28 14:00:00,0.061257001036551476,-0.01604930353313775,0.00012000077610286225,0.10873238595653213,0.85,0.058777909741259945,False,False,False,False,False
2025-05-29 07:00:00,0.005557577748325933,-1.2878587085651816e-14,0.00011578099259078713,0.1350534392166229,0.15,0.048,True,False,False,False,False
2025-05-29 08:00:00,0.027602600908284664,-0.008114921082313792,0.00011893481585867621,0.1266628851206114,0.15,0.048,False,False,False,False,False
2025-05-29 09:00:00,0.00913866157406439,-0.015624922411436787,0.00012054867803980323,0.12103086935753524,0.30745463648547017,0.048,False,False,False,False,False
2025-05-29 12:00:00,0.018825260637637346,-0.016049303533068153,0.00012119194361583185,0.11022659422020539,0.85,0.08848499501810086,False,False,False,False,False
2025-05-29 13:00:00,0.07768036770184678,-0.016049303533062248,0.00012080918539713775,0.1076979340816814,0.85,0.08848499501810086,False,False,False,False,False
2025-05-31 12:00:00,0.02562677554457953,-0.016049303533094812,0.0001160357879669052,0.10447963935992358,0.85,0.048,False,False,False,False,False
2025-05-31 13:00:00,0.017514002311782337,-0.016049303533139714,0.0001163129929257603,0.10068664915213757,0.85,0.10490725751852034,False,False,False,False,False
2025-05-31 14:00:00,0.06346618943019232,-0.016049303533074235,0.00011694853456842577,0.10160616192978267,0.85,0.10490725751852034,False,False,False,False,False
2025-06-01 07:00:00,0.006888543241761032,-9.655470867286908e-15,0.00011476726438059034,0.12677782421781708,0.15,0.048,True,False,False,False,False
2025-06-01 08:00:00,0.007624833768253573,-0.007136283678879134,0.00011496409817889089,0.11850220921901125,0.15,0.048,False,False,False,False,False
2025-06-01 12:00:00,0.03889442304555882,-0.01604930353309302,0.00011591543262790699,0.10126134463816575,0.85,0.055866041363960645,False,False,False,False,False
2025-06-01 13:00:00,0.0037203785305687993,-0.01604930353309821,0.0001161639319110018,0.09758329352758538,0.85,0.13176070520804065,False,False,True,False,False
2025-06-03 07:00:00,0.0035814560884257596,-0.00687318529023229,0.0001160374323439177,0.1124104370671125,0.15,0.048,False,False,False,False,False
2025-06-03 08:00:00,0.012239034091210311,-0.00781625849324295,0.00011823793648434706,0.10505433484595175,0.15,0.048,False,False,False,False,False
2025-06-03 09:00:00,0.006800124138846623,-0.008770318615322778,0.00011906467350044724,0.09976713637449247,0.19683947898972529,0.048,False,False,False,False,False
2025-06-03 12:00:00,0.07248146744756731,-0.016049303533138458,0.00011905441703846155,0.08965249582039647,0.85,0.048,False,False,False,False,False
2025-06-03 13:00:00,0.025254979208705976,-0.016049303533093556,0.00011852363182960645,0.08631926200143303,0.85,0.10785570412427578,False,False,False,False,False
2025-06-04 07:00:00,0.0010713821609577136,-0.006550851030856425,0.00011528531907200358,0.11218055887270122,0.15,0.048,False,False,False,False,False
